Title;Artist;Year;Duo;Explicit;"Date Added";Styles
"One More Time";"Daft Punk";2000;0;0;2013-05-29;Electro
"Heads Carolina, Tails California";"Jo Dee Messina";1996;0;0;2015-02-19;Country
"Makin' Whoopee";"Dr. John";2002;1;0;2011-05-31;Duet,Jazz
Amsterdam;"Florent Pagny";2008;0;0;2013-02-13;"French pop"
"Double Vision";Foreigner;1978;0;0;2014-08-24;Rock,Hard/Metal
"Rien qu'un jour";"Le Bossu de Notre-Dame";1996;0;0;2015-03-20;"TV & movie soundtrack"
Sway;Glee;2010;0;0;2011-07-08;"TV & movie soundtrack,Pop"
"Scandale dans la famille";"Sacha Distel";1965;0;0;2011-05-31;"French pop,Humour"
Maybe;"Thom Pace";1979;0;0;2015-02-17;"Country,Love,TV & movie soundtrack,Soft rock"
"Lonely This Christmas";Mud;1974;0;0;2007-12-18;Pop,Christmas
"I Want You To Want Me";"Dwight Yoakam";2000;0;0;2014-08-21;Country
"Let Me Love You Baby";"Stevie Ray Vaughan";1989;0;0;2014-09-15;Blues,Rock
"Afire Love";"Ed Sheeran";2014;0;0;2014-09-10;Pop
"Can I Have This Dance";"High School Musical 3";2008;1;0;2015-04-15;"Duet,Musical,Love,Teen pop,TV & movie soundtrack"
"Honey Don't";"The Beatles";1964;0;0;2011-05-30;"Rock 'n Roll"
"Cry Me A River (Live 2010)";"Michael Bublé";2010;0;0;2013-02-26;Blues,Jazz
"Papa Was A Rolling Stone (45 edit)";"The Temptations";1972;0;0;2012-10-09;Soul,Funk
"Scatman (Ski-Ba-Bop-Ba-Dop-Bop)";"Scatman John";1994;0;0;2014-05-26;Dance
"All Together Now";"The Farm";1991;0;0;2012-02-07;Pop,Rock
"Baby's In Black";"The Beatles";1964;0;0;2014-06-28;Rock,Folk
"Long Tall Sally";"Little Richard";1957;0;0;2013-01-03;"Rock 'n Roll"
"Search For The Hero";"M People";1995;0;0;2013-07-24;"Soft rock"
Cut;Plumb;2006;0;0;2011-05-31;"Soft rock"
"You Don't Know Me (Duet)";"Ray Charles";2004;1;0;2013-10-31;Jazz,Duet,Soul
Libertine;"Mylène Farmer";1986;0;0;2012-05-03;"French pop,80s"
"1, 2 Step";Ciara;2004;0;0;2011-05-30;R&B,Rap
Amazing;Inna;2010;0;0;2011-05-31;Dance,Pop,Electro
"Stars Fell On Alabama";"Frank Sinatra";1957;0;0;2013-07-01;Jazz
"Miss Movin' On";"Fifth Harmony";2013;0;0;2013-11-06;"Teen pop,Pop"
Kids;"Robbie Williams";2000;1;0;2011-05-31;Pop,Rock,Duet
"Gabrielle (Live Born Rocker Tour)";"Johnny Hallyday";2013;0;0;2014-10-11;"French pop,Rock 'n Roll"
"Turning Japanese";"The Vapors";1980;0;0;2011-05-30;Rock,Punk/Grunge
"La niña que llora en tus fiestas";"La oreja de Van Gogh";2011;0;0;2013-01-09;Pop,Rock,Electro
Breakeven;"Boyce Avenue";2012;0;0;2013-01-24;"Pop,Soft rock"
"Live It Up";"Mental As Anything";1985;0;0;2014-08-24;80s,Pop
"Cry Cry";Oceana;2009;0;0;2011-05-31;Soul,R&B
Judas;"Lady GaGa";2011;0;0;2011-06-28;Pop,Electro,Dance
Family;Dreamgirls;2006;0;0;2013-08-01;"TV & movie soundtrack,Musical,Pop,Soul"
Débarquez-moi;"Jean-Luc Lahaye";1987;0;0;2014-12-08;"French pop,80s,TV & movie soundtrack"
"Roll To Me";"Del Amitri";1995;0;0;2014-10-04;Rock,Alternative,Pop
"Jizz In My Pants";"The Lonely Island";2008;0;0;2013-04-05;Humour,Rap
Stripped;"Depeche Mode";1986;0;0;2014-05-15;Pop,Electro,80s
"Les Acadiens (Live)";"Michel Fugain";1976;0;0;2011-05-31;"French pop"
"Until You Come Back To Me";"Aretha Franklin";1973;0;0;2011-05-31;Soul
"Il est cinq heures, Paris s'éveille";"Amandine Bourgeois";2014;1;0;2014-12-23;"French pop,Duet"
"Life Is But A Dream";"The Harptones";1957;0;0;2011-05-30;Love,Oldies
"Voulez-vous danser grand-mère";"Chantal Goya";1977;0;0;2012-02-08;"French pop"
"Tim McGraw";"Taylor Swift";2006;0;0;2008-05-05;Country
"She's Not There";Santana;1977;0;0;2013-02-12;Rock
"Dreams I'll Never See";"Molly Hatchet";1978;0;0;2011-05-31;Rock,Blues
"Quando una stella muore";Giorgia;2013;0;0;2013-11-28;Pop
"Grand Piano";"Nicki Minaj";2014;0;0;2015-04-02;Pop
"Dream Catch Me";"Newton Faulkner";2007;0;0;2011-12-04;Pop,Rock
"Mr. Sandman";"Emmylou Harris";1981;0;0;2007-07-23;Oldies,Country
"Such A Night";"Cliff Richard";2013;0;0;2014-05-07;"Rock 'n Roll,Oldies"
Spoiled;"Joss Stone";2005;0;0;2013-04-08;"Love,Soul,Soft rock"
"Must Be Doin' Somethin' Right";"Billy Currington";2005;0;0;2012-01-22;Folk,Country
Incomplete;Sisqó;2000;0;0;2011-12-04;Soul,R&B
"Dance, Dance";"Fall Out Boy";2006;0;0;2012-01-22;Punk/Grunge,Rock
Julia;"The Beatles";1968;0;0;2015-04-16;Folk
"Barbra Streisand";"Duck Sauce";2010;0;0;2011-05-30;Electro,Disco
"Taking A Chance On Love";"Frank Sinatra";1953;0;0;2011-06-28;Oldies,Jazz
"Please, Help Me, I'm Falling (In Love With You)";"Hank Locklin";1965;0;0;2012-08-24;Country
"Texas (When I Die)";"Tanya Tucker";1972;0;0;2012-09-16;Country
Sideways;"Dierks Bentley";2009;0;0;2011-05-31;Country
"Mr. Curiosity";"Lena Meyer-Landrut";2010;0;0;2011-05-30;Pop
"Stevie Wonder Medley Part 2";"Stars On 45";1982;0;0;2014-02-07;Disco,Pop,Funk,Soul
"Le barbier de Belleville";"Serge Reggiani";1977;0;0;2013-06-14;"French pop"
"Hillbilly Highway";"Steve Earle";1986;0;0;2014-03-05;Country
"Love You Like A Love Song";"Cats On Trees";2014;0;0;2014-09-29;Pop
Aqualung;"Jethro Tull";1971;0;0;2011-05-31;Rock
"Bonnie & Clyde";"Die Toten Hosen";1996;0;0;2013-05-15;Rock,Punk/Grunge
Free;Rudimental;2013;0;0;2014-03-31;Soul
"Mr. Blue";"The Fleetwoods";1959;0;0;2011-07-07;Love,Oldies
"Gaby Oh Gaby";"BB Brunes";2011;0;0;2011-11-19;"French pop,Rock"
"Lost In Music";"Sister Sledge";1979;0;0;2011-05-30;Disco,Funk,Soul
"J'aime Paris au mois de mai";"Michel Leeb";2002;0;0;2011-08-01;"Jazz,French pop"
"Beer Barrel Polka";"Polka Forever";1927;0;0;2011-05-31;Traditionnal,Oldies
"I Don't Want To Miss A Thing";"Derek Ryan";2013;0;0;2014-01-11;"Country,Soft rock,Pop"
"Only The Lonely";"The Motels";1982;0;0;2011-05-31;Pop
Cendrillon;"Matthieu Mendès";2013;0;0;2013-05-18;"French pop"
"When You Believe";"Leon Jackson";2007;0;0;2008-05-29;"Soft rock"
"Du hast mein Herz berührt";"Helene Fischer";2008;0;0;2012-11-27;"Love,Soft rock,Pop"
"Working For The Man";"Roy Orbison";1962;0;0;2014-01-11;"Rock 'n Roll,Oldies"
"Dixie Road";"Nathan Carter";2010;0;0;2013-11-22;Country
"You're My Best Friend";"Mike Denver";2012;0;0;2014-02-20;Country
Lilly;"Pink Martini";2004;0;0;2011-05-30;Latin,Jazz,Pop
"Concrete And Clay";"Unit 4 + 2";1965;0;0;2011-06-28;Pop
"Just Call Me Lonesome";"Radney Foster";1992;0;0;2012-02-08;Country
"Whatever Happened to Saturday Night?";"The Rocky Horror Show";1970;0;0;2011-05-30;"Musical,TV & movie soundtrack,Rock 'n Roll"
Oh!;"Micky Green";2007;0;0;2011-05-31;Pop,Soul,R&B
"We Three Kings (alternate version)";"Christmas Carol";1857;0;0;2011-05-31;Christmas,Traditionnal
"You're Gonna Miss This";"Trace Adkins";2007;0;0;2011-07-07;Country
"That Girl";"Stevie Wonder";1981;0;0;2013-12-06;Soul,Funk,80s
"Tell Laura I Love Her";"Ray Peterson";1960;0;0;2011-05-31;Love,Pop
"That Old Black Magic";"Frank Sinatra";1945;0;0;2011-05-30;Oldies,Jazz
Jambalaya;"The BossHoss";2006;0;0;2011-10-03;Country
"New Soul";"Yael Naïm";2007;0;0;2011-05-30;Pop,Folk
"You Are Loved (Don't Give Up)";"Josh Groban";2006;0;0;2008-05-29;"Soft rock"
Fallen;"Lauren Wood";1989;0;0;2011-06-30;"Pop,Soft rock"
"Passionate Kisses";"Mary Chapin Carpenter";1992;0;0;2012-03-26;Country
"We're An American Band";"Grand Funk Railroad";1973;0;0;2012-01-22;Hard/Metal,Rock
"Get Your Shine On";"Florida Georgia Line";2013;0;0;2013-05-22;Country
"Endless Summer";Oceana;2012;0;0;2012-08-21;Dance
"Cruel To Be Kind";"Nick Lowe";1979;0;0;2014-09-25;Pop,Rock
"Even If It Breaks Your Heart";"Eli Young Band";2012;0;0;2012-08-03;Country
"Springtime For Hitler";"The Producers";2000;0;0;2011-05-31;Musical
"Moment 4 Life";"Nicki Minaj";2010;0;1;2011-06-01;Rap,R&B
Home;"Chris Daughtry";2007;0;0;2008-08-25;Rock
"If I Loved You";Carousel;1943;0;0;2011-05-31;Musical,Oldies
"Love Will Keep Us Alive";"Paul Carrack";2006;0;0;2013-02-27;"Soft rock"
Superstar;Jamelia;2004;0;0;2013-07-16;R&B,Funk
"You're Going Down";"Sick Puppies";2009;0;0;2013-05-27;Hard/Metal,Alternative,Rock
"I Drove All Night";"Céline Dion";2003;0;0;2007-07-05;Dance,Pop
"Kick My Ass";"Big & Rich";2005;0;0;2013-11-09;Country
"Le bon temps du rock and roll";"Johnny Hallyday";1979;0;0;2011-06-10;"Rock 'n Roll,French pop"
"Redneck Crazy";"Tyler Farr";2013;0;0;2013-10-18;Country
"Walkin' After Midnight";"Eva Cassidy";2008;0;0;2013-07-02;Jazz,Blues
"Lay Back In The Arms Of Someone";Smokie;1977;0;0;2014-04-01;Rock,Pop
Acapulco;"Luis Mariano";1956;0;0;2013-09-16;"Latin,French pop,TV & movie soundtrack"
"On ne vit pas sans se dire adieu";"Mireille Mathieu";1975;0;0;2014-10-06;"French pop"
"Frankie And Johnny";"Johnny Cash";1958;0;0;2012-03-14;Country
"Where Or When";"Dion And The Belmonts";1959;0;0;2011-11-16;Oldies,Love
"Raise Your Voice";"Sister Act";2009;0;0;2011-11-19;Musical,Gospel
Cooties;Hairspray;2002;0;0;2011-05-31;Musical
"Flashdance / Fame";"The Dan Band";2008;0;1;2013-07-16;Humour,Rock
"The Fire Down Below";"Bob Seger";1976;0;0;2014-08-18;Rock,Blues
"For Me And My Gal";"1940s Standards";1942;0;0;2011-05-31;Oldies,Jazz
L'Arsène;"Jacques Dutronc";1970;0;0;2014-10-06;"French pop,TV & movie soundtrack"
"Tout nu et tout bronzé";Carlos;1973;0;0;2011-06-09;"French pop"
"I Know Places";"Taylor Swift";2014;0;0;2015-01-12;Pop,R&B,Electro
"Half A Minute";"Matt Bianco";1983;0;0;2013-04-21;Latin
"She's Not Cryin' Anymore";"Billy Ray Cyrus";1992;0;0;2014-12-23;Country
"Un-Thinkable (I'm Ready)";"Alicia Keys";2009;0;0;2011-05-30;R&B,Soul
Kabaret;"Patricia Kaas";2008;0;0;2012-09-11;"Blues,Jazz,French pop"
"If You Say So";"Lea Michele";2014;0;0;2014-05-26;Pop
Runaway;"Elvis Presley";1970;0;0;2011-05-30;"Rock 'n Roll,Oldies"
"Just Be";"Paloma Faith";2012;0;0;2012-10-15;Soul,Pop
"Forever Autumn";"Gary Barlow";2012;0;0;2015-02-05;Rock,Pop,Musical
"Thank U";"Alanis Morissette";1996;0;0;2011-05-31;Pop,Rock
"Hey Jude";"Elvis Presley";1972;0;0;2007-06-26;Oldies,Love
"I Like Beer";"Tom T. Hall";1975;0;0;2013-07-22;Country,Humour
"Gate 22";"Pascale Picard";2008;0;0;2011-05-31;Pop,Rock
"You're My Everything";"1930s Standards";1931;0;0;2012-03-05;Oldies,Jazz
"If I Ever Lose My Faith In You";Sting;1993;0;0;2011-09-12;Pop,Rock
"Ils s'aiment";"Daniel Lavoie";1983;0;0;2012-05-04;"French pop"
"Runnin' Through The Fire";"John Cafferty & The Beaver Brown Band";1989;0;0;2013-05-13;"Rock,TV & movie soundtrack"
"If I Ever Leave This World Alive";"Flogging Molly";2002;0;0;2012-02-07;Pop,Folk,Celtic
"Don't Look Any Further";"M People";1993;0;0;2011-05-30;Pop,Soul
"Let The Cowboy Rock";"Ronnie Dunn";2011;0;0;2012-06-23;Country,Rock
"She's So Mean";"Matchbox Twenty";2012;0;0;2012-09-19;Rock,Pop
Bartender;T-Pain;2007;0;0;2013-12-03;R&B
Jump;"Kris Kross";1992;0;0;2012-01-25;Rap
"I Just Don't Know What To Do With Myself";"Dusty Springfield";1964;0;0;2011-05-31;"Soft rock,Folk"
"Mr. Know It All";"Kelly Clarkson";2011;0;0;2012-06-16;Pop,Rock
"The Way You Do The Things You Do";UB40;1990;0;0;2011-05-31;Reggae
Roads;Portishead;1994;0;0;2012-07-27;Alternative,Electro
"Purple People Eater";"Sheb Wooley";1965;0;0;2012-10-31;"Rock 'n Roll,Oldies,Humour"
"Blijf bij mij";"Ruth Jacott";1993;0;0;2014-09-03;Love,Schlager
"Voir un ami pleurer";"Jacques Brel";1977;0;0;2013-02-26;"French pop"
"Be My Man";Asa;2010;0;0;2011-12-26;Soul
"Once Bitten, Twice Shy";"Great White";1989;0;0;2012-03-05;Hard/Metal,Rock
"(Your Love Keeps Lifting Me) Higher And Higher";"Rod Stewart";2009;0;0;2011-12-26;Pop,Soul,Rock
"Flieg junger Adler";"Tom Astor";1998;0;0;2013-03-08;Country,Pop
L'orange;"Star Academy";2005;1;0;2013-07-24;"French pop,Humour,Duet"
"Je m'appelle Michèle";"Michèle Torr";1976;0;0;2013-07-01;"French pop"
"Mon manège à moi";"Etienne Daho";1993;0;0;2011-10-31;"French pop"
Easy;Cro;2012;0;0;2012-10-03;Rap,Pop
"Hé lekker ding!";Sieneke;2012;0;0;2013-09-22;Schlager
"Girls, Girls, Girls";"Mötley Crüe";1987;0;0;2012-02-10;Hard/Metal,Rock
"A Steel Guitar And A Glass Of Wine";"Paul Anka";1962;0;0;2013-02-27;Pop
"The One";"Elton John";1992;0;0;2011-05-31;"Pop,Soft rock"
Kornblumen;"Jürgen Drews";2013;0;0;2013-09-10;Schlager
"Con te partiro";"Grégory Lemarchal";2007;0;0;2013-11-12;Pop,Classical
"In The Lonely Hour (Acoustic)";"Sam Smith";2013;0;0;2014-12-29;Pop
"Always On The Run";"Lenny Kravitz";1991;0;0;2013-07-15;Rock,Funk
"Sunshine Superman";Donovan;1966;0;0;2014-12-10;Pop,Rock,Folk
"It Might As Well Rain Until September";"Carole King";1962;0;0;2011-05-30;Pop,Folk
"Listen To Her Heart";"Tom Petty";1978;0;0;2012-03-11;Rock
"Looking For A Fox";"Blues Brothers 2000";1998;1;0;2014-05-03;"TV & movie soundtrack,Blues,Rock,Duet"
Apologies;"Grace Potter";2007;0;0;2013-06-05;Country,Rock,Pop
Slither;"Velvet Revolver";2004;0;0;2011-12-14;Hard/Metal,Rock
Marionnettiste;"Pierre Bachelet";1985;0;0;2011-10-21;"French pop"
Dreams;Gabrielle;1993;0;0;2011-05-31;Pop,Soul
"Together Again";"Buck Owens";1964;0;0;2011-12-22;Country
"You Can't Get What You Want (Till You Know What You Want)";"Joe Jackson";1984;0;0;2013-05-13;Pop,Jazz,Soul
"So Small";"Carrie Underwood";2007;0;0;2011-05-30;Country
Bambola;"Aylin Prandi";2011;0;0;2015-02-18;Pop,Rock
"What Becomes Of The Brokenhearted";"Jimmy Ruffin";1966;0;0;2012-03-11;Soul
Medley;"Middle Of The Road";1981;0;0;2013-01-28;Pop
Tacky;"Weird Al Yankovic";2014;0;0;2014-09-03;Humour,Funk,Pop
747;"Lady Antebellum";2014;0;0;2014-11-17;Pop,Country
"Rock The Night";Europe;1986;0;0;2011-05-31;Hard/Metal,Rock
"Two More Bottles Of Wine";"Martina McBride";1995;0;0;2014-09-22;Country
Medley;"Jersey Boys";2005;0;0;2013-07-25;Pop,Oldies
"Vincent (Starry, Starry Night)";"Josh Groban";2001;0;0;2013-11-10;Love,Folk,Pop
"Consider Me Gone";"Reba McEntire";2009;0;0;2011-05-30;Country
"You're All That Matters To Me";"Curtis Stigers";1992;0;0;2012-09-12;Pop,Love
"I'll Be You";"The Replacements";1989;0;0;2011-12-14;Rock,Alternative
"Honky Tonk Walkin'";"The Kentucky Headhunters";1992;0;0;2014-10-30;Country,Rock
"This World";"Selah Sue";2011;0;0;2012-10-15;Soul,R&B
"5 Minutes Alone";Pantera;1994;0;0;2014-08-11;Hard/Metal
Sugaree;"Grateful Dead";1976;0;0;2011-07-09;Rock
"Show Me Heaven";"Tina Arena";1995;0;0;2011-05-31;"Soft rock"
"I'm A Fool To Want You";"Billie Holiday";1958;0;0;2011-07-08;Jazz
"Picture Of You";Boyzone;1998;0;0;2011-05-31;"Teen pop"
"Best Thing I Got";"Sabrina Carpenter";2014;0;0;2015-07-08;"Teen pop,Pop"
"The Rainbow Connection";"Sarah McLachlan";2008;0;0;2014-12-29;Pop
"I Want Your Love";Chic;1978;0;0;2014-06-23;Disco
"Brooklyn Roads";"Neil Diamond";1968;0;0;2012-01-30;"Soft rock"
"I Learned From The Best";"Whitney Houston";1998;0;0;2012-02-22;Pop,R&B
"It Had To Be You (Duet)";"Tony Bennett";2011;1;0;2015-07-01;Jazz,Oldies,Duet
"Soca Dance";"Charles D. Lewis";1990;0;0;2012-11-23;Zouk/Creole,Dance,80s
"Und morgen früh küss ich dich wach (Partyfoxmix)";"Helene Fischer";2008;0;0;2011-12-10;Schlager,Dance
"Get Her Back";"Robin Thicke";2014;0;0;2014-08-04;R&B
Rearviewmirror;"Pearl Jam";1993;0;0;2012-08-27;Rock,Alternative
"Zing, vecht, huil, bid, lach, werk en bewonder";"Ramses Shaffy";1970;0;0;2011-05-31;Pop,Rock
"Any Way You Want It";"Rock Of Ages";2012;0;0;2012-11-10;"TV & movie soundtrack,Hard/Metal,Musical,Rock"
"On My Own";"Michael McDonald";1986;1;0;2014-11-27;Pop,Duet
"Cheek To Cheek";"Eva Cassidy";1996;0;0;2011-10-15;Jazz
"Boogie Back To Texas";"Asleep At The Wheel";1987;0;0;2014-11-17;"Country,Rock 'n Roll"
"That's God";"Jo Dee Messina";2010;0;0;2011-05-30;Country
"The Ballad Of The Green Berets";"Staff Sgt. Barry Sadler";1966;0;0;2011-12-11;"Soft rock"
"Walking Away";"Craig David";2001;0;0;2011-05-31;Love,Soul,R&B
"Summer In The City";"The Lovin' Spoonful";1966;0;0;2013-01-16;Pop,Rock
"Desde cuando";"Alejandro Sanz";2009;0;0;2011-05-31;"Pop,Soft rock,Love,Latin"
"Do It Like A Dude (Acoustic)";"Jessie J";2010;0;1;2011-06-28;Pop,R&B,Folk
Motownphilly;"Boyz II Men";1991;0;0;2014-12-03;"Teen pop"
"Pauvre diable";"Vaya Con Dios";2009;0;0;2013-07-07;"Latin,French pop"
"Ma fille";"Serge Reggiani";1971;0;0;2011-05-31;"French pop"
"Venir voir";"Emmanuel Moire";2013;0;0;2013-06-06;"French pop"
"Le jour se lève";Garou;2012;0;0;2013-11-08;"French pop"
"Sans contrefaçon (live 2009)";"Mylène Farmer";2009;0;0;2011-05-30;"French pop"
Theater;"Katja Ebstein";1980;0;0;2015-05-28;Schlager
"FM (No Static At All)";"Steely Dan";1978;0;0;2015-01-22;Rock
"Ma solitude";"Isabelle Boulay";2014;0;0;2014-11-06;"French pop"
"Elle panique";"Olivia Ruiz";2009;0;0;2013-01-25;"French pop"
"Just Fine";"Mary J. Blige";2007;0;0;2011-05-30;R&B,Soul
"Amor amor";"Arielle Dombasle";2004;0;0;2011-05-31;Latin,World/Folk
"Sweet Life";"Frank Ocean";2012;0;0;2012-12-03;Soul,R&B
"Til I Can Make It On My Own";"Martina McBride";1998;0;0;2011-10-11;"Soft rock,Country"
"How Ya Doin'?";"Little Mix";2013;0;0;2013-11-04;"Teen pop,R&B,Pop"
"Redemption Song";"Yannick Noah";2012;0;0;2012-07-30;Reggae
"Rising Sun";"Cold Chisel";1980;0;0;2015-02-11;"Rock,Blues,Rock 'n Roll"
"This Time";"John Legend";2008;0;0;2012-11-23;Soul
"True Love";Pink;2012;0;1;2013-01-14;Pop
"Rhythm Of My Heart";"Rod Stewart";1991;0;0;2014-08-24;"Pop,Soft rock"
"Even Now";"Barry Manilow";1978;0;0;2013-03-12;"Soft rock"
"Jukebox Hero / I Love Rock 'n' Roll";"Rock Of Ages";2012;0;0;2013-01-16;"Rock,TV & movie soundtrack,Musical"
"Someday We'll All Be Free";"Donny Hathaway";1973;0;0;2011-07-02;Soul
"Deine blauen Augen";Christoff;2009;0;0;2012-01-16;Schlager
Pretend;"Alvin Stardust";1981;0;0;2013-07-26;"Pop,Rock,Rock 'n Roll"
"Take This Job And Shove It";"Johnny Paycheck";1974;0;0;2011-08-10;Country
"Climb Ev'ry Mountain";"The Sound Of Music";1959;0;0;2011-05-31;Musical
"Le chiffon rouge";"Michel Fugain";1977;0;0;2012-05-04;"French pop"
"Twee motten";Dorus;1956;0;0;2012-10-16;Schlager,Humour,Oldies
"Soyez prêtes";"Le Roi Lion";1994;0;0;2015-04-08;"Musical,Zouk/Creole,Kids,TV & movie soundtrack"
"I'll Be With You In Apple Blossom Time";"The Andrews Sisters";1941;0;0;2011-05-31;Oldies,Love,Jazz
"Se si potesse non morire";Modà;2013;0;0;2013-04-03;Pop,Rock
"Beez In The Trap";"Nicki Minaj";2012;0;1;2013-12-04;Rap,Electro
"I've Got The World On A String";"Céline Dion";2004;0;0;2011-05-31;Jazz
"La Terre promise";"Richard Anthony";1966;0;0;2014-09-12;"French pop,Christian,Oldies"
"How Do You Keep the Music Playing?";"James Ingram";1983;1;0;2011-05-31;"Love,TV & movie soundtrack,Duet"
"Out In The Fields";"Gary Moore";1985;0;0;2014-03-31;Hard/Metal,Rock
"Etre un homme comme vous";"Le Livre de la Jungle";1967;0;0;2015-04-08;"TV & movie soundtrack,Kids"
"On court";"Yannick Noah";2014;0;0;2014-08-04;"French pop,Funk"
"Christmas In Heaven";"Scotty McCreery";2012;0;0;2012-12-13;Christmas,Country
"Shining Star";"Earth, Wind & Fire";1975;0;0;2011-12-07;Funk
"Seemann (Deine Heimat ist das Meer)";"Lolita (Edith Zuser)";1959;0;0;2011-05-31;Schlager
"Jump, Jive An' Wail";"Louis Prima";1956;0;0;2014-10-28;"Rock 'n Roll,Oldies"
"Ma p'tite folie";"Line Renaud";1952;0;0;2011-11-25;"French pop,Oldies"
Lucille;"The Everly Brothers";1960;0;0;2013-05-08;"Rock 'n Roll,Oldies"
"The Drinking Song";"Bob & Tom";1989;0;1;2013-07-16;Country,Humour
"No Good Deed";Wicked;2003;0;0;2014-08-13;Musical
"Latino Medley";"Julio Iglesias";1991;0;0;2011-05-31;Latin,Pop
Verlangen;Quincy;2003;0;0;2012-11-28;Pop
"My Funny Valentine";"Sarah Vaughan";1954;0;0;2015-02-24;Jazz,Love
"We're Off To See The Wizard";"The Wizard of Oz";1939;0;0;2011-05-30;"Musical,TV & movie soundtrack,Kids"
"Soleil Soleil";"Nana Mouskouri";1973;0;0;2011-11-30;"French pop"
Sober;"Little Big Town";2013;0;0;2014-04-24;Country
"His Eye Is On The Sparrow";"Mahalia Jackson";1951;0;0;2012-08-22;Gospel
"Please, Please, Please";"James Brown";1956;0;0;2011-05-30;Soul,Oldies
Wrong;"Depeche Mode";2009;0;0;2011-11-22;Alternative,Electro
"The Addams Family";"TV Theme";1964;0;0;2007-05-17;"TV & movie soundtrack"
"That's How I Got To Memphis";"Deryl Dodd";1996;0;0;2015-06-19;"Country,Soft rock"
"Au suivant";"Jacques Brel";1964;0;0;2013-02-25;"French pop"
"Don't Let Me Be Lonely";"The Band Perry";2013;0;0;2013-12-01;Country,Pop
"Fire Burning";"Sean Kingston";2009;0;0;2011-08-06;Pop,Dance,Electro,Reggae
Ulysse;Ridan;2007;0;0;2014-03-06;"Folk,French pop"
"Aimer est plus fort que d'être aimé";"Daniel Balavoine";1985;0;0;2013-11-25;"French pop"
"Just In Time (duet)";"Tony Bennett";2006;1;0;2011-05-30;Jazz,Duet
Everyday;"High School Musical 2";2007;1;0;2015-04-13;"Musical,TV & movie soundtrack,Duet"
"I Honestly Love You";"Olivia Newton-John";1974;0;0;2011-05-31;"Soft rock"
"Carry Me Back To Old Virginny";Traditional;1878;0;0;2011-05-30;Traditionnal
"Dangerously In Love";Beyoncé;2001;0;0;2011-05-31;Pop,R&B
"I'm Comin' Home";"Elvis Presley";1961;0;0;2011-05-31;"Rock 'n Roll,Oldies"
"Policy Of Truth";"Depeche Mode";1990;0;0;2014-07-15;Pop,Electro,Alternative
"Body And Soul";"Diana Krall";1993;0;0;2011-10-01;Jazz,Love
"Daar sta je dan";"René Froger";2013;0;0;2013-05-22;Schlager
"This Will Be";"Natalie Cole";1975;0;0;2011-05-31;"Soft rock"
"Can The Can";"Suzi Quatro";1973;0;0;2014-08-04;"Rock,Hard/Metal,Rock 'n Roll"
"Lost Stars";"Keira Knightley";2014;0;0;2015-02-18;"Folk,TV & movie soundtrack"
"Breaking Up Is Hard To Do";"The Overtones";2013;0;0;2014-02-12;"Rock 'n Roll,Oldies,Pop"
"Only In America";"Brooks & Dunn";2001;0;0;2014-07-17;Country
Superstar;"Luther Vandross";1984;0;0;2011-05-30;"Love,Soul,Soft rock"
"Shake It Out";Glee;2012;0;0;2012-07-05;"Pop,TV & movie soundtrack"
Bruxelles;"Jacques Brel";1962;0;0;2013-03-26;"French pop"
"Samba Saravah";"Stacey Kent";2007;0;0;2012-11-19;"Jazz,French pop"
"Que reste-t-il de nos amours ?";"Salomé de Bahia";2002;0;0;2013-08-10;"Latin,French pop"
"Hello (Turn Your Radio On)";"Shakespears Sister";1992;0;0;2012-09-18;Pop,Rock
"After All";"Peter Cetera";1989;1;0;2013-07-24;Duet,Love,Pop
Butterfly;"Mariah Carey";1997;0;0;2012-10-12;"Soft rock"
"Breathe Again";"Toni Braxton";1993;0;0;2013-12-10;"Pop,Soft rock"
Yesterday;"Michael Bolton";1992;0;0;2013-04-25;Pop,Love
"Liquor Store Blues";"Bruno Mars";2010;0;0;2013-07-24;Pop,Reggae,R&B,Soul
"Beyond The Sea (La mer)";"George Benson";1985;0;0;2011-05-31;Jazz,Pop
"The Other Woman";"Caro Emerald";2010;0;0;2011-05-30;"Pop,Soft rock"
"Just Say Hello";"René Froger";1990;0;0;2011-10-14;Pop,Rock
"From Russia With Love";"Matt Monro";1965;0;0;2011-05-31;"TV & movie soundtrack,Pop,World/Folk"
"Don't Stand So Close To Me";"The Police";1980;0;0;2011-05-31;Pop,Rock
"Letters From Home";"John Michael Montgomery";2004;0;0;2011-12-10;Country
"Coin-Operated Boy";"The Dresden Dolls";2004;0;0;2012-12-16;Alternative,Rock
"Le Printemps";"Michel Fugain";1976;0;0;2011-05-31;"French pop"
"In The Wee Small Hours Of The Morning";"Frank Sinatra";1954;0;0;2013-07-01;Jazz
"I'm Still Here (Jim's Theme)";"John Rzeznik";2003;0;0;2011-05-31;"TV & movie soundtrack,Rock"
"Go West";"Village People";1979;0;0;2011-05-31;Disco
"It's A Sin To Tell A Lie";"Pat Boone";1955;0;0;2011-07-08;Oldies
"Theme From Shaft";"Isaac Hayes";1970;0;0;2011-10-21;"TV & movie soundtrack,Funk"
"Smells Like Teen Spirit";"Paul Anka";2005;0;0;2011-05-31;Jazz
"Rainy Night In Georgia";"Conway Twitty";1994;1;0;2013-12-03;Duet,Country
"Mother, Father";Journey;1981;0;0;2011-05-31;"Pop,Soft rock"
