Title;Artist;Year;Duo;Explicit;"Date Added";Styles
"All I See";"Christopher Williams";1992;0;0;2011-11-19;Love,Pop,Soul
"How Come You're Not Here";Pink;2012;0;0;2013-03-29;Pop,Rock
"Better Man";Sugarland;2009;0;0;2011-10-03;Country
"The Brightest Lights";"King Charles";2012;0;0;2012-08-24;Alternative,Folk,Rock,Pop
"All The Places (I Will Kiss You)";"Aaron Hall";1998;0;0;2013-12-07;Love,Soul,R&B
Beautiful;Flickerstick;2001;0;0;2012-05-21;Rock,Alternative
"Love You Anyway";Boyzone;2008;0;0;2013-03-12;"Teen pop"
"How Do I Just Stop";"Richie McDonald";2008;0;0;2012-06-05;"Soft rock"
"Deep Inside";"Mary J. Blige";1999;0;0;2013-10-08;Soul,R&B
"Lost My Faith";Seal;1999;0;0;2013-12-07;Pop,Soul
"Chaka Demus";"Jamie T";2009;0;0;2012-06-11;Rap,Rock
"Breakup 2 Makeup";Ashanti;2003;0;0;2013-11-06;R&B,Soul
"Don't Ask Me No Questions";"Lynyrd Skynyrd";1997;0;0;2011-05-30;Rock
Tavikset;Happoradio;2006;0;0;2012-04-10;Hard/Metal,Rock
"North Wind";"Slim Whitman";1953;0;0;2011-12-26;Country,Oldies
Herztattoo;"Andrea Berg";2011;0;0;2012-03-26;Schlager
"Oh Boy";Duffy;2007;0;0;2013-07-01;Soul,Pop
"Everybody Jam";"Scatman John";1996;0;0;2012-03-28;Dance
"L'enfant aux cheveux gris";"Lynda Lemay";2002;0;0;2011-09-19;"French pop"
"The Chain Of Love";"Mike Denver";2008;0;0;2013-11-22;Country
Perfect;"Sara Evans";2003;0;0;2011-10-16;Country
"Sous le soleil de Bodega (Remix)";"Les Négresses Vertes";1991;0;0;2015-04-21;"French pop,Latin,Dance"
"Ballin' The Jack";"Danny Kaye";1949;0;0;2012-02-22;Oldies,Pop
"Push It To The Limit";"Corbin Bleu";2007;0;0;2015-03-27;"Teen pop,Pop"
"The Walls Of The World";"Katie Melua";2012;0;0;2012-11-19;"Folk,Soft rock"
"I'll Take Everything";"James Blunt";2007;0;0;2011-05-31;Pop,Rock
"Show Her";"Ronnie Milsap";1984;0;0;2012-05-16;Country
"Yo ya termine";"Patricia Manterola";2000;0;0;2013-07-25;Dance,Latin
Vesoul;"Florent Pagny";2007;0;0;2013-02-19;"French pop"
"Only One";"James Taylor";1985;0;0;2012-06-19;"Soft rock,80s"
"Nothing In This World";"Paris Hilton";2006;0;0;2013-12-03;Pop
Innocent;Stereophonics;2009;0;0;2011-11-09;Rock,Pop
"Can't Let Go";"Mariah Carey";1991;0;0;2011-05-30;Pop,Funk
"Ever Fallen in Love (With Someone You Shouldn't've)";Noisettes;2010;0;0;2011-05-31;Electro,Pop
"Old Time Fiddle";"Mike Denver";2009;0;0;2014-02-17;Country
"I Hope You Find It";"Miley Cyrus";2010;0;0;2011-05-30;"Pop,Soft rock,TV & movie soundtrack"
"Watch The Sun Come Up";Example;2009;0;0;2011-05-30;Electro,Rap
Troublemaker;"Taio Cruz";2011;0;0;2012-01-31;Dance,Pop,Electro
"Baby Please Don't Go";"The Amboy Dukes";1978;0;0;2012-04-02;Rock
"Blinded When I See You";"Third Eye Blind";2003;0;0;2012-05-25;Rock,Pop
Healing;"Deniece Williams";1986;0;0;2013-07-01;Soul,Pop
Invisible;"Taylor Swift";2007;0;0;2011-05-30;Country,Pop
"Love Tattoo";"Imelda May";2008;0;0;2012-05-13;"Rock 'n Roll,Oldies"
Heaven;"Depeche Mode";2013;0;0;2013-07-01;Electro,Alternative,Rock
"Price To Play";Staind;2003;0;0;2011-10-08;Hard/Metal,Rock
"All We Ever Find";"Tim McGraw";2002;0;0;2012-04-10;Country
"Waiting For That Day";"George Michael";1990;0;0;2013-05-06;Pop
"Get Out My Head";Redlight;2012;0;0;2013-07-01;Electro
"I Think We're Alone Now";"The Birthday Massacre";2008;0;0;2011-11-16;Rock,80s
"The End Of The World";"The Cure";2004;0;0;2012-10-15;Rock
"Yes, Mr. Peters";"Roy Drusky";1965;1;0;2013-12-04;Pop,Oldies,Duet
"Let's Try It Again";"New Kids On The Block";1990;0;0;2011-06-28;Pop,R&B
"Outta Here";"Kenny Chesney";2004;0;0;2011-05-30;Country
"Everyday I Love You Less And Less";"Kaiser Chiefs";2005;0;0;2011-05-30;Alternative,Rock,Punk/Grunge
"Sugar High";"Jade Anderson";2002;0;0;2013-11-19;"Teen pop,Pop,Latin"
"That's The Way It Is";"The Adventures of Stevie V";1990;0;0;2013-12-05;Dance,Rap
"The Impossible";"Joe Nichols";2002;0;0;2012-02-07;Country
"Suntan City";"Luke Bryan";2012;0;0;2014-08-08;Country
"Calling Me";"Charlie Winston";2008;0;0;2011-06-28;Folk
"Put Your Dreams Away";"Mickey Gilley";1982;0;0;2011-05-31;"Soft rock,Pop"
"Graduation Song";Need;2003;0;0;2013-07-05;Rock,Pop
"The Art Of Losing";"American Hi-Fi";2003;0;0;2013-04-20;Rock,Pop,Alternative
"World Wide Suicide";"Pearl Jam";2006;0;0;2012-04-05;Rock
"Want als je me nou zou zien";"Frans Duijts";2008;0;0;2013-02-22;Schlager
"Brooklyn Story";"Unity 2";1991;0;0;2012-04-02;Rap,Alternative
"Make Me Pure";"Robbie Williams";2005;0;0;2011-05-30;"Soft rock,Pop"
"In My Arms";Plumb;2007;0;0;2013-03-08;Pop,Christian
"Let Me Go Lover";"Dean Martin";1958;0;0;2011-05-30;Oldies,Love
"Reach Up For The Sunrise";"Duran Duran";2004;0;0;2013-09-27;Pop,Rock
"That's What It's All About";"Brooks & Dunn";2004;0;0;2012-01-12;Country
Summer;"The Sunny Cowgirls";2010;0;0;2012-04-29;Country
"Living On Video";Trans-X;1983;0;0;2013-11-08;80s,Dance,Electro
"No te mentia";"Ednita Nazario";2007;0;0;2011-12-29;"Soft rock"
"I Need Something";"Newton Faulkner";2007;0;0;2013-07-01;"Folk,Soft rock,Pop"
"It's OK";"Cee Lo Green";2010;0;1;2011-05-30;Soul
"We Are One Tonight";Switchfoot;2006;0;0;2012-04-20;Rock,Pop
"Kick The Bucket";"Charlie Winston";2009;0;0;2011-06-28;Folk,Funk,Pop
"Een nieuwe dag";"Nick & Simon";2010;0;0;2013-11-25;Pop
"Give It Up, Turn It Loose";"En Vogue";1993;0;0;2011-12-04;Funk,R&B,Pop
"Funny Face";"Johnny Mathis";1927;0;0;2013-11-05;Oldies,Musical
"One Mississippi";"Jill King";2003;0;0;2012-06-01;Country
Respectable;"Mel and Kim";1987;0;0;2012-03-06;Pop,Dance,80s
"This Time Baby";"Jackie Moore";1979;0;0;2011-05-31;Disco,Soul
Maybe;"Alison Krauss";2000;0;0;2011-12-26;"Soft rock,Country"
"Dry Your Eyes";"The Streets";2004;0;0;2011-05-30;Folk,Rock,Love
"Ain't Wastin' Good Whiskey On You";"Trick Pony";2006;0;0;2012-01-08;Country
"My Name";McLean;2010;0;0;2012-03-16;R&B,Pop
Tennessee;"The Wreckers";2007;0;0;2011-05-30;Country
"It's Goin' Down";"Yung Joc";2006;0;0;2012-05-20;Rap
"Don't Let It Go To Your Head";"Fefe Dobson";2005;0;0;2012-05-25;Pop,Rock
"I Love My Friend";"Charlie Rich";1974;0;0;2011-05-31;Country
Housewife;"Jay Brannan";2008;0;1;2013-08-02;Folk,Pop
"New York City Boy";"Pet Shop Boys";1999;0;0;2012-03-05;Pop
"Mi vida sin tu amor";"Cristian Castro";1999;0;0;2011-12-04;Pop,Love,Latin
"That's What They Said About The Buffalo";"Michael Peterson";1997;0;0;2012-09-18;Country
"All You Got";Tait;2003;0;0;2011-12-26;"Soft rock,Pop"
"Green Grass And High Tides";Outlaws;1975;0;0;2011-05-30;Rock,Country
"Mine All Mine";SHeDAISY;2002;0;0;2012-02-09;Country
"Good Night";"Reece Mastin";2011;0;0;2012-06-11;"Pop,Rock,Teen pop"
"Ik kom terug";"Wolter Kroes";2011;0;0;2013-10-26;Schlager
"Come As You Are";"Beverley Knight";2004;0;0;2011-05-31;Rock,Pop
"One Shining Moment";"Diana Ross";1992;0;0;2011-10-31;Soul
"There's Lightning In These Thunder Thighs";"Saffire, The Uppity Blues Women";1993;0;0;2012-08-16;Blues
"This Is My Life";"Phil Vassar";2007;0;0;2012-01-05;Rock,Country
"I'm Gonna Be A Wheel Someday";"Fats Domino";1959;0;0;2011-05-30;Oldies
"De ton indifférence";Lââm;2001;0;0;2014-12-08;"French pop"
"Roc Me Out";Rihanna;2011;0;0;2012-04-02;R&B,Pop
"Showing Out";"Mel and Kim";1986;0;0;2012-04-23;80s,Dance
Inescapable;"Jessica Mauboy";2011;0;0;2013-04-24;Pop,Dance
"You Should've Lied";"Lee Ann Womack";2002;0;0;2011-11-09;Country
"Walk In The Sun";"Bruce Hornsby";1995;0;0;2012-03-21;Rock,Pop
"Remember December";"Demi Lovato";2009;0;0;2011-05-30;"Teen pop,Rock"
"Too Drunk To Dream";"Magnetic Fields";2008;0;0;2012-08-09;Alternative
Seventeen;Ladytron;2002;0;0;2012-03-05;Electro,80s
"Ooh La";"The Kooks";2006;0;0;2011-05-30;Alternative,Rock
"That Face";"The Producers";2001;0;0;2013-11-09;"Musical,TV & movie soundtrack"
"Black Cat";Broadcast;2005;0;0;2012-08-06;Alternative,Electro
"99 Times";"Kate Voegele";2009;0;0;2011-05-30;Pop,Rock
"All I Need";"Matchbox Twenty";2002;0;0;2011-06-01;Rock,Pop
"Over And Out";"Newton Faulkner";2009;0;0;2011-12-18;"Pop,Soft rock"
"Black Denim Trousers And Motorcycle Boots";"The Cheers";1955;0;0;2012-05-25;Pop,Oldies
"Le feu";"Johnny Hallyday";1973;0;0;2011-11-16;"French pop"
"On The Line";NSYNC;2001;0;0;2013-12-07;"TV & movie soundtrack,Teen pop,Pop,Musical"
"Here's That Rainy Day (Woman Voice)";"1950s Standards";1953;0;0;2011-05-30;Oldies,Jazz
"That's God";"Jo Dee Messina";2010;0;0;2011-05-30;Country
"The Transformers";Lion;1986;0;0;2011-05-30;"TV & movie soundtrack"
"Uptown Girl";"Alvin and the Chipmunks";1984;0;0;2011-08-16;Kids,Pop
"Where Is The Love?";"Céline Dion";1997;0;0;2012-10-12;"Soft rock"
Revolution;"Jars Of Clay";2003;0;0;2012-07-23;Rock,Christian
"Just A Step From Heaven";Eternal;1994;0;0;2012-05-16;Pop,Soul
"Quand l'enfant viendra";"Pierre Bachelet";1985;0;0;2012-05-09;"French pop"
Mandy;"Jonas Brothers";2006;0;0;2012-06-01;"Teen pop,Rock"
"Me & Mrs. You";"Michael Bublé";2003;0;0;2013-03-15;Jazz,Pop
"Don't Let Me Go";Lareau;2009;0;0;2012-06-01;Rock,Pop
"Phil Of The Future";"TV Theme";2004;0;0;2012-10-15;"TV & movie soundtrack"
"Happening All Over Again";"Lonnie Gordon";1987;0;0;2013-11-29;Pop,Disco,80s
"Too Much Passion";"The Smithereens";1992;0;0;2013-12-04;Rock,Pop
"One Hit (To The Body)";"The Rolling Stones";1986;0;0;2012-02-07;Rock,Hard/Metal
"Engel van m'n hart";"Marco Borsato";2000;0;0;2012-11-19;Pop
"Loop naar het licht";"Los Angeles The Voices";2011;0;0;2012-08-14;Pop
"I'm In The Mood";"John Lee Hooker";1960;0;0;2011-05-30;Blues
"Our Own Way";Klaas;2009;0;0;2013-12-04;Dance,Electro
"One Day";"Caro Emerald";2013;0;0;2013-09-19;Pop,Jazz,Electro
"Strange Foreign Beauty";"Michael Learns To Rock";1999;0;0;2011-07-09;Pop,Rock
"Fake Tales Of San Francisco";"Arctic Monkeys";2006;0;0;2011-07-02;Rock,Alternative
"Music & Me";"Michael Jackson";1973;0;0;2011-08-05;Soul
"Adulte et sexy";"Emmanuel Moire";2009;0;0;2011-06-28;"French pop"
"Dangerous Game";"3 Doors Down";2002;0;0;2012-08-14;Rock,Hard/Metal
"My Mammy";"1920s Standards";1928;0;0;2012-04-18;Jazz
"Yours Forever";"John Mellencamp";2000;0;0;2012-08-31;"TV & movie soundtrack,Soft rock"
"Love Comes Quickly";"Pet Shop Boys";1986;0;0;2014-02-13;80s
"Your Star";Evanescence;2006;0;0;2013-03-25;Hard/Metal,Alternative,Rock
Boomerang;"Nicole Scherzinger";2013;0;0;2013-04-05;Pop
"(Whatever It Is) I'm Against It";"Groucho Marx";1932;0;0;2013-12-07;"TV & movie soundtrack,Oldies"
Fine;"Whitney Houston";2000;0;0;2013-12-07;Pop,R&B
"What's On Tonight";"Montell Jordan";1997;0;0;2014-05-30;R&B,Rap
"Creepin' In";"Norah Jones";2004;1;0;2015-05-21;Country,Duet
"Best In Me";Blue;2002;0;0;2013-01-22;"Pop,Teen pop,R&B"
"Knocked Out";"Trijntje Oosterhuis";2012;0;0;2012-12-23;Pop,Soul
"For You";"Greg Kihn Band";1977;0;0;2014-06-16;Rock,Pop
"All Time Low";"The Wanted";2010;0;0;2011-05-31;Pop
"The Ding Dong Daddy Of The D-Car Line";"Cherry Poppin' Daddies";1997;0;0;2012-04-26;Jazz
"Why Do You Love Me";Garbage;2005;0;0;2013-07-01;Rock,Alternative
"I'm Not One Of Them";"Lauren Alaina";2011;0;0;2012-08-21;Country
"Proud Of The House We Built";"Brooks & Dunn";2007;0;0;2012-06-28;Country
"Trip Around The Sun";"Jimmy Buffett";2004;1;0;2013-10-31;Country,Duet
"Rockin' The Beer Gut";"Trailer Choir";2009;0;0;2011-05-31;Pop,Country
"Stop de tijd";"Marco Borsato";2008;0;0;2012-12-30;Pop,Love
"Every Now And Then";Noisettes;2009;0;0;2012-02-22;Soul,Pop
"Drop On By";"Laura Bell Bundy";2010;0;0;2011-05-31;Pop,Country
"I Will Get There";"Boyz II Men";1998;0;0;2013-12-03;"Teen pop,TV & movie soundtrack"
"We Rode In Trucks";"Luke Bryan";2007;0;0;2012-06-04;Country
"Quitame Ese Hombre";"Pilar Montenegro";2003;0;0;2015-02-13;Latin,Pop,Love
"Love Don't Love Me";"Eric Benet";2001;0;0;2013-10-09;R&B,Soul
"I Ain't Gonna Eat Out My Heart Anymore";"The Young Rascals";1965;0;0;2012-06-04;Rock
"Like You";Evanescence;2006;0;0;2011-05-31;Hard/Metal,Rock
"Somewhere Between Texas And Mexico";"Pat Green";2005;0;0;2012-05-22;Country
"Caught In The Rain";Revis;2003;0;0;2013-03-10;Alternative,Rock,Hard/Metal
Runaway;Jamiroquai;2006;0;0;2013-09-17;Funk,Disco,Pop
"(Out Here) On My Own";"Sagi Rei";2007;0;0;2013-06-12;Pop
Mountains;"Emeli Sandé";2012;0;0;2013-06-03;Pop,Soul
Clean;"Depeche Mode";1990;0;0;2013-03-29;80s,Alternative,Electro
"Henry Cartwright's Produce Stand";"Trent Tomlinson";2009;0;0;2013-11-20;Country
"Mississippi Queen";"Ozzy Osbourne";2005;0;0;2011-11-16;Hard/Metal
"Trying To Find Atlantis";"Jamie O'Neal";2005;0;0;2012-04-20;Country
"Singing Me Home";"Lady Antebellum";2011;1;0;2012-03-18;Country,Duet
"Not Tonight";"Lil' Kim";1997;0;0;2013-12-04;Rap
Together;"Bob Sinclar";2007;0;0;2011-05-31;Electro,Dance
"Invisibly Shaken";"Rodney Atkins";2008;0;0;2013-09-21;"Country,Soft rock"
"Texas Plates";"Kellie Coffey";2003;0;0;2012-03-07;Country
"Shining Star";Jump5;2003;0;0;2013-07-24;"TV & movie soundtrack,Teen pop"
"Des nues";"Christophe Willem";2007;0;0;2014-10-03;"French pop"
"Righteous Love";"Joan Osborne";2001;0;0;2012-05-12;"Rock,TV & movie soundtrack"
"Grown Men Don't Cry";"Tim McGraw";2001;0;0;2011-12-18;Country
"Call Me Crazy";"The Lost Trailers";2006;0;0;2012-03-11;Country
"If You're Never Gonna Move";"Jessie Ware";2012;0;0;2013-02-11;80s,Electro
"El Niño Yuntero";"Joan Manuel Serrat";1972;0;0;2014-08-11;Latin,Pop
Jilted;"The Puppini Sisters";2007;0;0;2012-02-22;Jazz,Oldies
"Everybody Be Somebody";Ruffneck;1995;0;0;2012-04-10;Pop,Dance
"It's Just That Way";"Alan Jackson";2009;0;0;2011-12-01;Country
"Altijd te laat naar bed";"Frans Duijts";2010;0;0;2013-04-18;Schlager,Pop
"King Of Anything (Strings Version)";"Sara Bareilles";2010;0;0;2014-01-11;"Alternative,Pop,Soft rock"
"The 13th";"The Cure";1996;0;0;2011-10-31;Rock,Reggae
"Stay With Me";"Kit Izak";2002;0;0;2013-04-24;Country,Pop
"Spring Nicht";"Tokio Hotel";2007;0;0;2012-03-05;Rock
"Heel Over Head";"Puddle of Mudd";2004;0;0;2011-10-20;Rock
"My Way To You";"Jamey Johnson";2009;0;0;2012-04-12;"Country,Soft rock"
"To Love Again";"Alesha Dixon";2009;0;0;2011-05-31;"Pop,Soft rock,Love"
"Go With Her";"Toby Keith";2004;0;0;2012-06-13;Country
"Come Get Some";Rooster;2005;0;0;2012-02-09;Rock
"When I Get You Alone";Glee;2011;0;0;2011-08-06;"TV & movie soundtrack,Pop"
"Where I Belong";"Rachel Proctor";2005;0;0;2011-05-31;Country
"Luv 4 Luv";"Robin S.";1993;0;0;2012-03-05;Dance
"Still Frame";Trapt;2003;0;0;2012-06-01;Rock
"This Is Such A Pity";Weezer;2006;0;0;2012-06-13;Rock,Pop
"There'll Be Some Changes Made";"Dinah Washington";1964;0;0;2011-05-31;Jazz,Oldies
Hungry;"Dave Navarro";2001;0;0;2013-11-29;Rock,Hard/Metal
"Be the one";"Jack Peñate";2009;0;0;2012-04-05;Pop
"Break The Record";"The Warren Brothers";2003;0;0;2012-05-21;"Country,TV & movie soundtrack"
"Loving The Sound";"The Overtones";2012;0;0;2013-05-30;Pop,Oldies
"Left My Heart In Tokyo";"Mini Viva";2009;0;0;2012-03-16;Electro,Dance
"Where You Are";"Rascal Flatts";2004;0;0;2013-07-01;Country
"Merry Christmas, Alabama (Never Far From Home)";"Jimmy Buffett";1996;0;0;2012-11-29;Christmas,Country,Pop
"Save Your Soul";"Céline Dion";2013;0;0;2013-12-03;Pop,R&B
"Hold On";"KT Tunstall";2007;0;0;2011-05-31;Rock,Folk
Fires;"Ronan Keating";2012;0;0;2014-03-31;Pop,Rock
"Feel The Funk";Immature;1995;0;0;2013-12-04;R&B,Pop
Secret;Heart;1991;0;0;2013-07-12;Pop,Rock
"In Love With A Girl";"Gavin DeGraw";2008;0;0;2011-05-30;Rock
Endlessly;Duffy;2010;0;0;2011-05-31;Soul
"Loved by a Workin' Man";"Pistol Annies";2013;0;0;2013-09-05;Country
"Over My Head (Better Off Dead)";"Sum 41";2002;0;0;2012-06-07;Rock,Alternative
"L'enfer et moi";"Amandine Bourgeois";2013;0;0;2014-03-24;"French pop"
Ego;"The Saturdays";2009;0;0;2011-05-30;Dance,Electro,Pop
"Nos rivières";"Isabelle Boulay";2000;0;0;2012-08-29;"French pop"
"Moments Like This";Reamonn;2009;0;0;2012-04-20;Rock,Pop
"Like A Baby";Wham!;1987;0;0;2011-06-28;"Soft rock"
Running;"No Doubt";2002;0;0;2011-05-31;Rock
"She Don't Tell Me To";"Montgomery Gentry";2006;0;0;2012-06-01;Country
"Money Make Her Smile";"Bruno Mars";2012;0;0;2013-04-01;Pop,Electro
"She'll Go On You";"Josh Turner";2004;0;0;2012-01-11;Country
"My First Night With You";Mýa;1999;0;0;2012-06-28;R&B,Soul
"Take Me Away";"Fefe Dobson";2003;0;0;2013-12-03;Rock,Pop
"Walked Outta Heaven";"Jagged Edge";2003;0;0;2013-07-01;R&B,Soul
"Number One Enemy";"Daisy Dares You";2010;0;0;2013-11-20;"Teen pop,Rock"
"I Love New York";"Andrew W.K.";2002;0;0;2011-11-16;Hard/Metal,Rock
"She's A Hottie";"Toby Keith";2008;0;0;2012-01-31;Country
"Fools Rush In";"She & Him";2010;0;0;2012-03-05;Folk
"Sleeps With Butterflies";"Tori Amos";2005;0;0;2011-12-11;"Soft rock,Alternative,Pop"
"Country Star";"Pat Green";2009;0;0;2012-06-07;Country
"The Right Kind Of Love";"Jeremy Jordan";1992;0;0;2013-12-03;"Teen pop,Pop"
"I Don't";"Danielle Peck";2005;0;0;2012-03-30;"Soft rock,Country"
"Homecoming Queen";Hinder;2007;0;0;2014-07-05;Rock
"Something About The Sunshine";"Anna Margaret";2010;1;0;2015-04-23;"Teen pop,Duet"
"Empire State Of Mind";Glee;2010;0;0;2011-05-30;"TV & movie soundtrack,Pop,Rap"
"Wabash Cannonball";"Children's Chorus";2005;0;0;2012-05-13;Kids
"King Of My Life";T-Bone;2002;0;0;2013-12-07;Rap
"Things You Said To Me";"The Mavericks";1995;0;0;2011-05-31;Country
"Wish For You";"Faith Hill";2005;0;0;2011-05-31;Country
"Victime de ma victoire";"Mozart l'opéra rock";2009;0;0;2013-07-24;"Musical,French pop"
"I Wanna Love Him So Bad";"The Jelly Beans";1964;0;0;2012-04-12;Oldies,Pop,Soul
"Remember Me";"1930s Standards";1937;0;0;2011-05-31;Oldies,Jazz
Swine;"Lady GaGa";2013;0;0;2014-02-13;Dance,Electro,Pop
"Au revoir";"Sheryfa Luna";2007;0;0;2014-12-08;"R&B,French pop"
"Jolie môme";"Florent Pagny";1999;0;0;2011-08-03;"Dance,French pop"
Hunter;"Sandra van Nieuwland";2013;0;0;2013-10-16;Pop
"We Gather Together";"1930s Standards";1935;0;0;2011-05-31;Christian,Oldies
"Beat Of My Heart";"Hilary Duff";2006;0;0;2013-01-23;"Teen pop,Dance"
"Mun Koti Ei Oo Täällä";Chisu;2007;0;0;2012-04-02;Pop,Electro
"Doin' The Do";"Betty Boo";1990;0;0;2011-09-18;Rap
"It's Too Real (Big Scary Animal)";"Belinda Carlisle";1993;0;0;2013-09-27;80s,Pop,Rock
Warzone;"The Wanted";2011;0;0;2013-07-01;Pop,Electro
"What Happened To Your Band";McBusted;2014;0;0;2015-03-25;Pop,Rock
"Goin' On Later On";"Mark Chesnutt";2009;0;0;2012-05-25;Country
"Hat 2 Da Back";TLC;1993;0;0;2013-12-07;Pop,R&B
"Don't Tell Me";"Avril Lavigne";2004;0;0;2007-05-04;Pop,Rock
"I Like To Dance";"Hot Chelle Rae";2009;0;0;2012-03-31;Pop,Dance,Rock
"Any Which Way";"Scissor Sisters";2010;0;0;2011-05-31;Pop,Disco
Losers;"Robbie Williams";2012;1;0;2012-12-12;Pop,Duet
"With You";"Boyce Avenue";2008;0;0;2013-03-30;Pop
Pray;"Take That";1993;0;0;2011-05-31;"Teen pop,Dance,Soul"
"Saddam Stomp";"Pat Garrett";2003;0;0;2012-12-23;Rock,Country
"Fire Bomb";Rihanna;2009;0;0;2011-05-30;Pop,Rock,R&B
"Who's Gonna Dance With Sally Ann";"Robert Mizzell";2007;0;0;2014-01-18;Country
Tomorrow;SR-71;2002;0;0;2013-12-07;Hard/Metal,Rock
"Tears Run Rings";"Marc Almond";1988;0;0;2012-04-10;Pop,80s,Rock
"Who I Am Hates Who I've Been";"Relient K";2005;0;0;2011-12-04;Rock,Christian
"See You Again";"Richard Cheese";2010;0;0;2011-05-31;Jazz
"I Don't Mind";Immature;1995;0;0;2014-03-31;"Teen pop,Pop,R&B"
"Only Fooling Myself";"Kate Voegele";2008;0;0;2011-05-30;Pop,Rock
"This Love";"LeAnn Rimes";2003;0;0;2011-11-19;"Soft rock,Country"
"Summer Bunnies";"R. Kelly";1994;0;0;2013-12-07;R&B
"Like A Lady";Monrose;2010;0;0;2012-01-11;Pop,Electro
"Play With Fire";"Hilary Duff";2006;0;0;2012-03-05;"Teen pop,Dance"
"Let's Ride";"Montell Jordan";1998;0;0;2013-07-19;R&B,Rap
"Beauty Queen";Next;2000;0;0;2013-12-07;R&B
"Love Won't Let Me";"Tammy Cochran";2002;0;0;2012-01-05;Country
"A Story Untold";"The Nutmegs";1955;0;0;2012-06-13;Oldies
"Settle Down";"No Doubt";2012;0;0;2012-11-02;Pop,Rock,Alternative
"In Japan geht die Sonne auf";"Roy Black";1986;0;0;2011-11-16;Schlager
"Hands Up";TLC;2003;0;0;2013-11-28;R&B
Bombshell;"Powerman 5000";2001;0;0;2012-04-29;Hard/Metal,Rock
"Cold As You";"Taylor Swift";2006;0;0;2011-05-30;Pop,Country
"Piano & I (clean)";"Alicia Keys";2001;0;0;2011-09-18;Soul,R&B
"Even If My Heart Would Break";"Aaron Neville";1992;0;0;2012-03-05;"Soft rock"
"What A Woman Wants";"Julia Burton";2008;0;0;2012-05-21;Country
Breathe;Greenwheel;2002;0;0;2013-05-31;Rock
"Nothin' But The Cavi Hit";"Tha Dogg Pound";1996;0;1;2012-04-18;Rap
"Los Angeles";"Frank Black";1993;0;0;2012-03-11;Alternative,Rock
"Take Me As I Am";Rumer;2010;0;0;2013-07-01;Soul
"Sci-Fi Wasabi";"Cibo Matto";2006;0;0;2013-07-30;Rap,Electro
"You Know Me";"Robbie Williams";2009;0;0;2011-05-31;Pop
Sidewalks;"Story Of The Year";2005;0;0;2011-06-03;Pop,Rock
"Justified And Ancient";"The KLF";1991;0;0;2013-07-30;Pop,Dance
"Still Got Tonight";"Matthew Morrison";2011;0;0;2013-07-01;Pop,Rock
"(There Is) No Greater Love";"Nat King Cole";1958;0;0;2012-06-15;Oldies,Jazz
"Roll With Me";"Montgomery Gentry";2008;0;0;2012-06-01;Country
"Take A Bow";"Leona Lewis";2008;0;0;2011-05-30;R&B
"She's So California";"Gary Allan";2008;0;0;2012-04-05;Country
"Seal It With A Kiss";"Britney Spears";2011;0;0;2013-06-14;Pop,Dance
Twisted;"Carrie Underwood";2007;0;0;2011-05-31;Country,Pop
"All Around the World";Souljahz;2003;0;0;2013-11-20;Rap,Latin,Christian
"Do You Like What You See";"Ivy Quainoo";2012;0;0;2012-07-31;Pop,Soul
"At Sundown";"1920s Standards";1927;0;0;2011-12-10;Oldies,Jazz
"Confide in Me";"Kylie Minogue";1994;0;0;2011-05-31;Dance,Pop
"Who's David";Busted;2004;0;0;2015-02-18;"Teen pop,Rock"
Sentimental;"Deborah Cox";1995;0;0;2013-12-04;R&B
"Don't Say Yes Until I Finish Talking";Smash;2012;0;0;2012-12-20;"TV & movie soundtrack,Musical,Jazz"
"Angels Fly Away";"Eric Durrance";2008;0;0;2012-03-26;"Soft rock,Country"
"Kentucky Wildcat";"The Kentucky Headhunters";1997;0;0;2014-12-26;Country
Overcome;Live;2001;0;0;2012-12-05;"Pop,Soft rock"
"Man Of The Year";"Alice Cooper";1988;0;0;2013-11-20;Hard/Metal,80s,Rock
"Bugle Call Rag";"1920s Standards";1923;0;0;2011-05-31;Oldies,Jazz
"Soldier's Heart";"R. Kelly";2003;0;0;2012-05-16;"Soft rock"
Fantasy;"Larry Stewart";1999;0;0;2012-06-01;"Soft rock"
"Dieu que l'amour est triste";"Daniel Balavoine";1982;0;0;2014-04-10;"French pop,80s"
"If You C Jordan";"Something Corporate";2002;0;0;2012-07-27;Rock,Pop
"Me voy";"Gloria Estefan";2000;0;0;2014-08-08;Pop,Love,Latin
"I Forgive You";"Kelly Clarkson";2011;0;0;2013-04-24;Pop,Rock
"Call Me";"Le Click";1997;0;0;2011-05-31;Dance,Electro
"Poker Face";"Chris Daughtry";2009;0;0;2011-05-31;"Rock,Pop,Soft rock"
Creative;"Leon Jackson";2009;0;0;2013-07-25;Pop,Latin
"My One And Only";"1920s Standards";1927;0;0;2011-06-03;Oldies,Jazz
"Love Is All";"Florabelle et la Mushroom Family";2007;0;0;2011-05-30;Kids,Dance,Pop
"Come To Me";"P. Diddy";2007;0;0;2013-11-08;R&B,Rap
Echelon;Pillar;2002;0;0;2012-05-25;Hard/Metal,Rap,Christian
"So Yesterday";"Hilary Duff";2003;0;0;2007-05-04;"Teen pop,Rock"
"They're Not For It";"The Forit Group";2005;0;0;2013-11-20;Oldies,Pop
Baby;Brandy;1995;0;0;2012-02-13;R&B,Pop
